index,Headline,Source,Year,Month,Day,Date_id,Pre-Covid,Bias,Cred,Sentiment
2487,The Economics of Freezing Your Eggs,The Wall Street Journal,2020,2,15,53,1,1,1,-1
2488,"Selling Frozen Dumplings, Cutting Pay: Chinese Businesses Struggle to Survive Coronavirus",The Wall Street Journal,2020,2,15,53,1,1,1,-1
2489,Why You Might Need a Second Kitchen,The Wall Street Journal,2020,2,15,53,1,1,1,1
2490,The Ride-Hail Utopia That Got Stuck in Traffic,The Wall Street Journal,2020,2,15,53,1,1,1,1
2491,Dealerships Give Car Buyers Some Advice: Just Stop Paying Your Loan,The Wall Street Journal,2020,2,15,53,1,1,1,-1
2492,U.S. Seeks to Rally Wary Europeans Against China,The Wall Street Journal,2020,2,15,53,1,1,1,-1
2493,Some Democrats Have Momentum; Others Seek It,The Wall Street Journal,2020,2,15,53,1,1,1,1
2494,The President’s Next Temptation,The Wall Street Journal,2020,2,15,53,1,1,1,1
2495,Zuckerberg Pitches How Facebook Should Be Regulated Over Content,The Wall Street Journal,2020,2,15,53,1,1,1,-1
2496,"Bayer, BASF Ordered to Pay $265 Million in Weedkiller Crop-Damage Suit",The Wall Street Journal,2020,2,15,53,1,1,1,-1
2497,U.S. to Repatriate Some Americans From Coronavirus Cruise Ship,The Wall Street Journal,2020,2,15,53,1,1,1,-1
2498,Wyoming Makes a Case for Coal,The Wall Street Journal,2020,2,15,53,1,1,1,0
2499,The Environmental Battle Over the Mexican Border Wall,The Wall Street Journal,2020,2,15,53,1,1,1,1
2500,What the Bible Taught Lincoln About America,The Wall Street Journal,2020,2,15,53,1,1,1,1
2501,Broadway Going Dark Could Mean Losses Above $100 Million,The Wall Street Journal,2020,3,12,54,1,1,1,-1
2502,"As Virus Spreads, Drugmakers Are On the Case",The Wall Street Journal,2020,3,12,54,1,1,1,-1
2503,U.S. Strikes Iran-Backed Militias in Iraq,The Wall Street Journal,2020,3,12,54,1,1,1,-1
2504,"Pelosi Says House, Trump Administration Near Coronavirus Pact",The Wall Street Journal,2020,3,12,54,1,1,1,-1
2505,"U.S. Soccer Federation President Resigns in Wake of Sponsor, Player Backlash",The Wall Street Journal,2020,3,12,54,1,1,1,-1
2506,Whitney MacMillan Transformed Cargill Into a Global Food Giant,The Wall Street Journal,2020,3,12,54,1,1,1,1
2507,Joe Biden Offers His Own Plan for Coronavirus Response,The Wall Street Journal,2020,3,12,54,1,1,1,-1
2508,Broadcom Withdraws Annual Financial Guidance Over Coronavirus Uncertainty,The Wall Street Journal,2020,3,12,54,1,1,1,-1
2509,Bank of Canada to Expand Liquidity Operations,The Wall Street Journal,2020,3,12,54,1,1,1,0
2510,The IRS Proves the Left’s Favorite Economists Wrong,The Wall Street Journal,2020,3,12,54,1,1,1,-1
2511,"Coronavirus Forces New Travel Curbs, Bans on Large Gatherings",The Wall Street Journal,2020,3,12,54,1,1,1,-1
2512,Facts (and Myths) About Boosting Your Immune System,The Wall Street Journal,2020,3,12,54,1,1,1,-1
2513,"Tri-State Officials Curb Public Gatherings, Sports Events, Broadway",The Wall Street Journal,2020,3,12,54,1,1,1,1
2514,Companies Weigh Currency-Hedging Strategies Amid Coronavirus Market Turmoil,The Wall Street Journal,2020,3,12,54,1,1,1,-1
2515,Adam Schiff’s Surveillance State,The Wall Street Journal,2020,3,12,54,1,1,1,-1
2516,Disney to Close U.S. and Paris Resorts Temporarily,The Wall Street Journal,2020,3,12,54,1,1,1,-1
2517,The Fed’s Liquidity Cavalry,The Wall Street Journal,2020,3,12,54,1,1,1,-1
2518,U.S. Hospitals Face Major Challenges as Coronavirus Spreads,The Wall Street Journal,2020,3,12,54,1,1,1,-1
2519,Sports TV Networks Take a Hit as Major Leagues Suspend Operations Over Coronavirus,The Wall Street Journal,2020,3,12,54,1,1,1,1
2520,How to Work From Home: A Checklist of the Essentials,The Wall Street Journal,2020,3,12,54,1,1,1,1
2521,Princess Cruises Cancels All Voyages for Two Months,The Wall Street Journal,2020,3,12,54,1,1,1,-1
2522,"Working Remotely Requires Cultural Change, Executives Say",The Wall Street Journal,2020,3,12,54,1,1,1,-1
2523,Judge Orders Chelsea Manning Released From Jail,The Wall Street Journal,2020,3,12,54,1,1,1,0
2524,Europe’s Viral Recession,The Wall Street Journal,2020,3,12,54,1,1,1,-1
2525,"How One Family Is Dealing With Life, Disrupted",The Wall Street Journal,2020,3,12,54,1,1,1,0
2526,Niche Congregations Are No Gimmick,The Wall Street Journal,2020,3,12,54,1,1,1,1
2527,The Coronavirus and Your Job: What the Boss Can—and Can’t—Make You Do,The Wall Street Journal,2020,3,12,54,1,1,1,0
2528,Canadian Prime Minister Justin Trudeau’s Wife Tests Positive for Coronavirus,The Wall Street Journal,2020,3,12,54,1,1,1,-1
2529,Arsenal Manager Tests Positive for Novel Coronavirus,The Wall Street Journal,2020,3,12,54,1,1,1,-1
2530,New York City Subway Service Could Be Reduced Under Coronavirus,The Wall Street Journal,2020,3,12,54,1,1,1,-1
2531,Travel Tips to Protect Your Health and Handle Disruptions,The Wall Street Journal,2020,3,12,54,1,1,1,1
2532,The Internet Can’t Save Us From Loneliness in Pandemic,The Wall Street Journal,2020,3,12,54,1,1,1,-1
2533,How to Keep Your Home Free of Coronavirus Germs,The Wall Street Journal,2020,3,12,54,1,1,1,1
2534,"You Have Coronavirus Questions, We Have Answers",The Wall Street Journal,2020,3,12,54,1,1,1,1
2535,Toys ‘R’ Us Creditor Trust Sues Former Owners Over Losses,The Wall Street Journal,2020,3,12,54,1,1,1,-1
2536,America’s Self-Shutdown,The Wall Street Journal,2020,3,12,54,1,1,1,-1
2537,New York City Pitches a New Way to Clean Up Its Trash,The Wall Street Journal,2020,3,12,54,1,1,1,-1
2538,Fans Were Barred From a Paris Saint Germain Game. They Showed Up Anyway.,The Wall Street Journal,2020,3,12,54,1,1,1,-1
2539,"Coronavirus Crisis Tests Trump, Divides White House",The Wall Street Journal,2020,3,12,54,1,1,1,0
2540,Bernie’s Offer Sheet,The Wall Street Journal,2020,3,12,54,1,1,1,1
2541,Supreme Court to Close to Public Indefinitely,The Wall Street Journal,2020,3,12,54,1,1,1,-1
2542,Slack Isn’t Zooming Yet,The Wall Street Journal,2020,3,12,54,1,1,1,-1
2543,‘Don’t Panic’ Is Rotten Advice,The Wall Street Journal,2020,3,12,54,1,1,1,-1
2544,Tech Companies See Mixed Impact From Coronavirus,The Wall Street Journal,2020,3,12,54,1,1,1,-1
2545,Mormon Church Cancels Services World-Wide Indefinitely,The Wall Street Journal,2020,3,12,54,1,1,1,-1
2546,Notable & Quotable: Sanders Has Already Won,The Wall Street Journal,2020,3,12,54,1,1,1,1
2547,"Sports Shut Down, and March Is Suddenly Less Mad",The Wall Street Journal,2020,3,12,54,1,1,1,-1
2548,It May Not Be the Virus That Kills Me,The Wall Street Journal,2020,3,12,54,1,1,1,-1
2549,SoftBank Plans $4.8 Billion Buyback Following Pressure by Elliott,The Wall Street Journal,2020,3,12,54,1,1,1,-1
2550,‘The World Beneath Their Feet’ Review: Himalayan Heroes,The Wall Street Journal,2020,3,12,54,1,1,1,1
2551,Georgia Postpones Primary Over Coronavirus Concerns,The Wall Street Journal,2020,3,14,55,1,1,1,-1
2552,Plans for Lunar Bases in Limbo as NASA Mulls Schedule Slip and Program Changes,The Wall Street Journal,2020,3,14,55,1,1,1,-1
2553,"Iraq Base Housing American Troops Hit by New Strike, Sustaining Tensions",The Wall Street Journal,2020,3,14,55,1,1,1,1
2554,U.S. Suspends Truck-Driving Limits to Speed Coronavirus Shipments,The Wall Street Journal,2020,3,14,55,1,1,1,-1
2555,Nothing Could Deny Liverpool a Championship. Then Coronavirus Stopped Sports.,The Wall Street Journal,2020,3,14,55,1,1,1,-1
2556,Biden Wins Support of the National Education Association,The Wall Street Journal,2020,3,14,55,1,1,1,1
2557,Morgan Stanley Capital Partners to Sell Vet Hospital Business,The Wall Street Journal,2020,3,14,55,1,1,1,-1
2558,Diary of a Crazy Week in the Markets,The Wall Street Journal,2020,3,14,55,1,1,1,1
2559,What’s Quarantined Life Like? China’s Nationwide Hibernation Offers a Hint,The Wall Street Journal,2020,3,14,55,1,1,1,1
2560,Silicon Valley Was First to Send Workers Home. It’s Been Messy.,The Wall Street Journal,2020,3,14,55,1,1,1,-1
2561,"Amid ‘Ghost Towns,’ Students Have Mixed Views About Virus Shutdowns",The Wall Street Journal,2020,3,14,55,1,1,1,-1
2562,House Passes Legislation to Combat Coronavirus,The Wall Street Journal,2020,3,14,55,1,1,1,-1
2563,The Flower Bulbs Gardeners Are Desperate to Buy,The Wall Street Journal,2020,3,14,55,1,1,1,-1
2564,What Nervous Investors Should Watch for Next,The Wall Street Journal,2020,3,14,55,1,1,1,1
2565,Car-Crash Mystery: Why Can’t Drivers Figure Out Roundabouts?,The Wall Street Journal,2020,3,14,55,1,1,1,1
2566,Pepper...and Salt,The Wall Street Journal,2020,3,14,55,1,1,1,1
2567,Olympic Swimmers Search for a Place to Train,The Wall Street Journal,2020,3,14,55,1,1,1,0
2568,Your 401(k) May Do a Bit Better This Time,The Wall Street Journal,2020,3,14,55,1,1,1,-1
2569,Covid-19 was a Leadership Test. It Came Back Negative.,The Wall Street Journal,2020,3,14,55,1,1,1,-1
2570,U.K. Looks to Slow Coronavirus a Different Way,The Wall Street Journal,2020,3,14,55,1,1,1,-1
2571,"Trump’s Coronavirus Risk Is Low Despite Potential Exposures, His Doctor Says",The Wall Street Journal,2020,3,14,55,1,1,1,-1
2572,Democrats Sharpen Criticism of Trump’s Health-Care Policy in Coronavirus Pandemic,The Wall Street Journal,2020,3,14,55,1,1,1,-1
2573,Trump Steps Up Criticism of Fed,The Wall Street Journal,2020,3,14,55,1,1,1,-1
2574,New York State Has First Coronavirus Deaths,The Wall Street Journal,2020,3,14,55,1,1,1,-1
2575,China’s Markets Still Aren’t Immune to the Coronavirus,The Wall Street Journal,2020,3,14,55,1,1,1,-1
2576,U.S. Expands Europe Travel Ban as Spain Locks Down,The Wall Street Journal,2020,3,14,55,1,1,1,-1
2577,Low-Wage Workers Struggle as Coronavirus Concerns Spread,The Wall Street Journal,2020,3,14,55,1,1,1,-1
2578,The Viruses That Shaped Our DNA,The Wall Street Journal,2020,3,14,55,1,1,1,-1
2579,"President Trump Tests Negative for Coronavirus, White House Says",The Wall Street Journal,2020,3,14,55,1,1,1,-1
2580,Our Market Reporters Answer Questions From People in Their Lives,The Wall Street Journal,2020,3,14,55,1,1,1,1
2581,Coronavirus Forces Families to Rip Up Spring Travel Plans,The Wall Street Journal,2020,3,14,55,1,1,1,-1
2582,Who’s Most at Risk From the Virus,The Wall Street Journal,2020,3,14,55,1,1,1,-1
2583,U.S. Economic Outlook Hinges on Layoff Decisions,The Wall Street Journal,2020,3,14,55,1,1,1,-1
2584,Paris Mayoral Candidates Ditch the Usual Kiss on the Cheek as Coronavirus Spreads,The Wall Street Journal,2020,3,14,55,1,1,1,-1
2585,"Why Supercars Are Doing Away 
		
			
		
	With Windshields",The Wall Street Journal,2020,3,14,55,1,1,1,-1
2586,What to Watch in Sunday’s Democratic Presidential Debate,The Wall Street Journal,2020,3,14,55,1,1,1,1
2587,Apple Closes All Its Stores Outside China Over Coronavirus,The Wall Street Journal,2020,3,14,55,1,1,1,-1
2588,Jane Sanders Vows to Push Progressive Ideas ‘No Matter Who Is Elected’,The Wall Street Journal,2020,3,14,55,1,1,1,1
2589,"Biden, Coronavirus Produce a Week of Dramatic Changes",The Wall Street Journal,2020,3,14,55,1,1,1,1
2590,"‘Rufus Porter’s Curious World: Art and Invention in America, 1815-1860’ Review: Products of a Failed Polymath",The Wall Street Journal,2020,3,14,55,1,1,1,1
2591,What Happens to a Florida Cafe When Customers Stay Away,The Wall Street Journal,2020,3,14,55,1,1,1,-1
2592,Spain’s La Liga Soccer Division Goes Virtual Amid Coronavirus,The Wall Street Journal,2020,3,26,56,1,1,1,-1
2593,Facebook Nears Complete Board Overhaul With Latest Exit,The Wall Street Journal,2020,3,26,56,1,1,1,-1
2594,Lululemon Says Coronavirus Curbed Sales Growth in March,The Wall Street Journal,2020,3,26,56,1,1,1,-1
2595,Big Cruise-Ship Lines Won’t Get Aid in Stimulus Package,The Wall Street Journal,2020,3,26,56,1,1,1,-1
2596,Dow Rallies 6.4% After Stimulus Vote,The Wall Street Journal,2020,3,26,56,1,1,1,-1
2597,"U.S. to Take Stakes in Airlines in Exchange for Grants, Mnuchin Says",The Wall Street Journal,2020,3,26,56,1,1,1,-1
2598,‘Crip Camp: A Disability Revolution’: Summers Without Limits,The Wall Street Journal,2020,3,26,56,1,1,1,1
2599,The Robert Levinson Abdication,The Wall Street Journal,2020,3,26,56,1,1,1,-1
2600,Coronavirus Deaths Climb in New York,The Wall Street Journal,2020,3,26,56,1,1,1,-1
2601,U.S. Charges Venezuela’s Maduro With Drug Trafficking,The Wall Street Journal,2020,3,26,56,1,1,1,-1
2602,EPA Plans to Show Leniency With Some Civil-Rule Violators,The Wall Street Journal,2020,3,26,56,1,1,1,-1
2603,"Investors, Fearing Defaults, Rush Out of Junk Bonds",The Wall Street Journal,2020,3,26,56,1,1,1,-1
2604,"Call Me Anytime…No, Really, We’re All Answering the Phone Again",The Wall Street Journal,2020,3,26,56,1,1,1,-1
2605,Casinos Shut by Coronavirus Get a Glimpse of the Future in Macau,The Wall Street Journal,2020,3,26,56,1,1,1,-1
2606,Next Coronavirus Hot Spot: Louisiana Races to Prepare for the Worst,The Wall Street Journal,2020,3,26,56,1,1,1,-1
2607,Wine Stores Rethink Their Business as Coronavirus Curtails Daily Life,The Wall Street Journal,2020,3,26,56,1,1,1,-1
2608,Florida’s Governor Dissents on Lockdowns,The Wall Street Journal,2020,3,26,56,1,1,1,0
2609,Small Businesses in Limbo as They Await Coronavirus Assistance for Them,The Wall Street Journal,2020,3,26,56,1,1,1,-1
2610,A Coronavirus Great Awakening?,The Wall Street Journal,2020,3,26,56,1,1,1,1
2611,Barr Tells Federal Prisons to Increase Use of Home Confinement,The Wall Street Journal,2020,3,26,56,1,1,1,-1
2612,SEC Enforcer Stanley Sporkin Cracked Down on Corporate Bribery,The Wall Street Journal,2020,3,26,56,1,1,1,-1
2613,‘The Inn at Little Washington’ Review: A Delicious Look at the High Price of Excellence,The Wall Street Journal,2020,3,26,56,1,1,1,1
2614,The Coronavirus Debt Threat,The Wall Street Journal,2020,3,26,56,1,1,1,-1
2615,‘Amadeus’ Review: Created Unequal,The Wall Street Journal,2020,3,26,56,1,1,1,-1
2616,The Bill for Canceling March Madness Has Arrived at the NCAA,The Wall Street Journal,2020,3,26,56,1,1,1,-1
2617,"ECB Begins New Bond Purchases, Throwing Weight Behind Virus-Hit Nations",The Wall Street Journal,2020,3,26,56,1,1,1,0
2618,Rationing Care Is a Surrender to Death,The Wall Street Journal,2020,3,26,56,1,1,1,-1
2619,We Need to Know Who’s Developed Immunity to Coronavirus,The Wall Street Journal,2020,3,26,56,1,1,1,-1
2620,G-20 Nations Pledge $5 Trillion to Spur Global Economic Recovery From Coronavirus,The Wall Street Journal,2020,3,26,56,1,1,1,-1
2621,Working After the Coronavirus,The Wall Street Journal,2020,3,26,56,1,1,1,1
2622,‘Charles Darwin’s Barnacle and David Bowie’s Spider’ Review: The Smile of Linnaeus,The Wall Street Journal,2020,3,26,56,1,1,1,1
2623,U.S. Moving Forward With Rule to Limit Chips to Huawei,The Wall Street Journal,2020,3,26,56,1,1,1,0
2624,Corporate Insiders Are Betting on a Rebound in Stocks,The Wall Street Journal,2020,3,26,56,1,1,1,-1
2625,Mnuchin Says U.S. Financial Markets to Remain Open,The Wall Street Journal,2020,3,26,56,1,1,1,-1
2626,Indicting the Caracas Mob,The Wall Street Journal,2020,3,26,56,1,1,1,-1
2627,Record Rise in Jobless Claims Halts Historic Run of Employment Growth,The Wall Street Journal,2020,3,26,56,1,1,1,-1
2628,House Leaders Rush to Get Quorum for Vote on $2 Trillion Rescue Package,The Wall Street Journal,2020,3,26,56,1,1,1,0
2629,My Corona (or Is It Schmutz?),The Wall Street Journal,2020,3,26,56,1,1,1,1
2630,Big-Government Contagion,The Wall Street Journal,2020,3,26,56,1,1,1,-1
2631,Seven Kid-Friendly Songs That Won’t Drive Parents Insane,The Wall Street Journal,2020,3,26,56,1,1,1,1
2632,‘Baghdad Central’ Review: Cowboys in the Green Zone,The Wall Street Journal,2020,3,26,56,1,1,1,1
2633,Mnuchin Forms Task Force on Mortgage Firms’ Cash Crunch,The Wall Street Journal,2020,3,26,56,1,1,1,1
2634,"For Apple, Gauging iPhone Demand Gets Much Tougher",The Wall Street Journal,2020,3,26,56,1,1,1,-1
2635,Nearly Two Dozen U.S. Sailors on Aircraft Carrier Test Positive for Coronavirus,The Wall Street Journal,2020,3,26,56,1,1,1,-1
2636,Tri-State Jobless Claims Surge as Coronavirus Spreads,The Wall Street Journal,2020,3,26,56,1,1,1,-1
2637,"‘Vitalina Varela’ Review: Death of a Longing, Long Misplaced",The Wall Street Journal,2020,3,26,56,1,1,1,-1
2638,U.S. Drops Proposal to Put Troops at Canadian Border,The Wall Street Journal,2020,3,26,56,1,1,1,-1
2639,S&P Cuts Mexico on Coronavirus Fallout,The Wall Street Journal,2020,3,26,56,1,1,1,0
2640,Short-Term Treasury Yields Go Negative in Scramble for Cash,The Wall Street Journal,2020,3,26,56,1,1,1,-1
2641,"Less Stimulus, More Overdraft Protection",The Wall Street Journal,2020,3,26,56,1,1,1,1
2642,The Power and the Glory,The Wall Street Journal,2020,4,6,57,1,1,1,1
2643,Dow Industrials Surge More Than 7% at Start of Challenging Week,The Wall Street Journal,2020,4,6,57,1,1,1,1
2644,"U.S. Death Toll From Coronavirus Tops 10,000",The Wall Street Journal,2020,4,6,57,1,1,1,-1
2645,Detroit Tigers Hall of Famer Al Kaline Dies at 85,The Wall Street Journal,2020,4,6,57,1,1,1,-1
2646,Photographing a Pandemic,The Wall Street Journal,2020,4,6,57,1,1,1,1
2647,SEC Suspends Trading in Two Stocks Over Coronavirus Claims,The Wall Street Journal,2020,4,6,57,1,1,1,-1
2648,U.S. Labels Russian White Supremacist Group as Global Terrorist,The Wall Street Journal,2020,4,6,57,1,1,1,-1
2649,History in the Moment: Museums Begin Chronicling Coronavirus Pandemic,The Wall Street Journal,2020,4,6,57,1,1,1,0
2650,Congress’s Small-Business Ventilator,The Wall Street Journal,2020,4,6,57,1,1,1,1
2651,We Are Paying the High Cost of Low Interest,The Wall Street Journal,2020,4,6,57,1,1,1,-1
2652,The Teachers Union Ate My Homework,The Wall Street Journal,2020,4,6,57,1,1,1,-1
2653,"There Must Be a Safe, Better Birthing Policy",The Wall Street Journal,2020,4,6,57,1,1,1,-1
2654,Warren Buffett’s Death-Spiral Deal,The Wall Street Journal,2020,4,6,57,1,1,1,0
2655,Coronavirus Cases Among World’s Elite Stoke Class Tensions,The Wall Street Journal,2020,4,6,57,1,1,1,1
2656,Container Shipping Lines Cancel Sailings to Weather Virus Storm,The Wall Street Journal,2020,4,6,57,1,1,1,-1
2657,Time to Look for a Vacation Deal? ‘Travel Addicts’ Are Planning Ahead,The Wall Street Journal,2020,4,6,57,1,1,1,1
2658,Banks Stand to Lose More Than $100 Million on Loan to Luckin’s Chairman,The Wall Street Journal,2020,4,6,57,1,1,1,-1
2659,"Big Restaurant, Hotel Chains Won Exemption to Get Small-Business Loans",The Wall Street Journal,2020,4,6,57,1,1,1,0
2660,Emperor Joseph’s Solution to Coronavirus,The Wall Street Journal,2020,4,6,57,1,1,1,0
2661,The Coronavirus Threat South of the Border,The Wall Street Journal,2020,4,6,57,1,1,1,-1
2662,PG&E’s Settlement With California Fire Victims Is Fraying,The Wall Street Journal,2020,4,6,57,1,1,1,-1
2663,Trump and Biden Speak by Phone About Coronavirus Response,The Wall Street Journal,2020,4,6,57,1,1,1,-1
2664,"On Masks, Trump Risks Bumpier Restart",The Wall Street Journal,2020,4,6,57,1,1,1,-1
2665,Fed Preparing to Finance New Small-Business Payroll Loans,The Wall Street Journal,2020,4,6,57,1,1,1,-1
2666,Virus Puts a Prison Under Siege,The Wall Street Journal,2020,4,6,57,1,1,1,-1
2667,‘Something of Themselves’ Review: Sojourns in a Battleground,The Wall Street Journal,2020,4,6,57,1,1,1,1
2668,U.S. Prosecutors Charge Former Fox Sports Executives in FIFA Bribery Case,The Wall Street Journal,2020,4,6,57,1,1,1,0
2669,National Enquirer Parent Parts Ways With Dylan Howard,The Wall Street Journal,2020,4,6,57,1,1,1,-1
2670,Digital Dollars for All,The Wall Street Journal,2020,4,6,57,1,1,1,1
2671,Carnival Soars After Saudi Sovereign-Wealth Fund Discloses Stake,The Wall Street Journal,2020,4,6,57,1,1,1,1
2672,"Coronavirus: You Ask, We Answer",The Wall Street Journal,2020,4,6,57,1,1,1,-1
2673,New York’s Kings of Clean,The Wall Street Journal,2020,4,6,57,1,1,1,1
2674,Hair Cuttery’s Owner Expects to Miss Payroll on Tuesday,The Wall Street Journal,2020,4,6,57,1,1,1,-1
2675,Yanks for Boris Johnson,The Wall Street Journal,2020,4,6,57,1,1,1,1
2676,Trump Administration Orders 167 Million Face Masks From 3M,The Wall Street Journal,2020,4,6,57,1,1,1,-1
2677,Trump Pushes Broader Use of Hydroxychloroquine Against Coronavirus,The Wall Street Journal,2020,4,6,57,1,1,1,-1
2678,Beating the Coronavirus Is the Best Stimulus,The Wall Street Journal,2020,4,6,57,1,1,1,1
2679,Prohibition Makes a Comeback,The Wall Street Journal,2020,4,6,57,1,1,1,0
2680,Samsung Profit Forecast Indicates Limited Coronavirus Impact,The Wall Street Journal,2020,4,6,57,1,1,1,-1
2681,Dominic Raab Steps In to Manage U.K.’s Coronavirus Crisis,The Wall Street Journal,2020,4,6,57,1,1,1,1
2682,"Airbnb Raises $1 Billion From Silver Lake, Sixth Street Partners",The Wall Street Journal,2020,4,6,57,1,1,1,1
2683,The Fed’s New Mission to Save the Economy,The Wall Street Journal,2020,4,6,57,1,1,1,1
2684,New York’s Ultra-Orthodox Jewish Community Warned About Large Funeral Crowds,The Wall Street Journal,2020,4,6,57,1,1,1,0
2685,Tech Hiring Slows as Businesses Grapple With Economic Volatility,The Wall Street Journal,2020,4,6,57,1,1,1,-1
2686,Coronavirus Crisis Brings Telemedicine to the Fore,The Wall Street Journal,2020,4,6,57,1,1,1,-1
2687,Credit Markets Show Signs of Stabilizing After Fed Intervention,The Wall Street Journal,2020,4,6,57,1,1,1,-1
2688,First Rikers Island Inmate Dies After Coronavirus Infection,The Wall Street Journal,2020,4,6,57,1,1,1,-1
2689,Acting Navy Secretary Apologizes for Berating Captain of USS Roosevelt,The Wall Street Journal,2020,4,6,57,1,1,1,-1
2690,Virus Committee: Monday Morning QBs at Halftime,The Wall Street Journal,2020,4,6,57,1,1,1,-1
2691,Poetry for a Pandemic,The Wall Street Journal,2020,4,6,57,1,1,1,0
2692,Stocks and the Economy Send Very Different Messages,The Wall Street Journal,2020,4,17,58,1,1,1,-1
2693,"‘Germany: A Nation in Its Time’ Review: Princes, Poets and Prussians",The Wall Street Journal,2020,4,17,58,1,1,1,1
2694,New Data Suggest the Coronavirus Isn’t as Deadly as We Thought,The Wall Street Journal,2020,4,17,58,1,1,1,-1
2695,"Schlumberger Cuts Jobs, Slashes Dividend 75% in Historic Oil Rout",The Wall Street Journal,2020,4,17,58,1,1,1,-1
2696,Would You Care if a White Man Cured Covid-19?,The Wall Street Journal,2020,4,17,58,1,1,1,-1
2697,No Timeout for FBI Scandals,The Wall Street Journal,2020,4,17,58,1,1,1,-1
2698,Michigan’s Draconian Lockdown Provokes a Backlash,The Wall Street Journal,2020,4,17,58,1,1,1,-1
2699,‘Why Fish Don’t Exist’ Review: Getting Back in the Swim,The Wall Street Journal,2020,4,17,58,1,1,1,1
2700,Coronavirus Makes Polish Liquor Fly Off the Shelves as Hand Sanitizer,The Wall Street Journal,2020,4,17,58,1,1,1,-1
2701,Department of Veterans Affairs Supply Chain Interrupted by Pandemic,The Wall Street Journal,2020,4,17,58,1,1,1,-1
2702,Surviving the Coronavirus Without a Screen,The Wall Street Journal,2020,4,17,58,1,1,1,0
2703,U.S. Crude Prices Drop to New 18-Year Low,The Wall Street Journal,2020,4,17,58,1,1,1,-1
2704,Liberalism Isn’t at All Out of Liberal Ideas,The Wall Street Journal,2020,4,17,58,1,1,1,-1
2705,Trump Backs Protests Against Governors’ Stay-at-Home Orders,The Wall Street Journal,2020,4,17,58,1,1,1,-1
2706,"‘Dorothy Day’ Review: Saint, Sinner, Troublemaker",The Wall Street Journal,2020,4,17,58,1,1,1,1
2707,"North Korea Raises Millions Through Hacking, Smuggling, U.N. Report Finds",The Wall Street Journal,2020,4,17,58,1,1,1,-1
2708,Texas Governor Set to Reopen Some Sectors,The Wall Street Journal,2020,4,17,58,1,1,1,-1
2709,Beijing Pays a Coronavirus Price,The Wall Street Journal,2020,4,17,58,1,1,1,0
2710,"Wells Fargo, J.C. Penney, Amazon.com: Stocks That Defined the Week",The Wall Street Journal,2020,4,17,58,1,1,1,1
2711,"Trump’s Virus Focus Shifts to Reopening Economy, Defending Response",The Wall Street Journal,2020,4,17,58,1,1,1,0
2712,Senior Mexican Health Official Questions How Deadly Coronavirus Is,The Wall Street Journal,2020,4,17,58,1,1,1,-1
2713,The Year Tax Day Turned Upside Down,The Wall Street Journal,2020,4,17,58,1,1,1,-1
2714,Shattering Illusions of a Benign World,The Wall Street Journal,2020,4,17,58,1,1,1,0
2715,Science Fiction: Werewolves in Motorcycle Jackets,The Wall Street Journal,2020,4,17,58,1,1,1,1
2716,South Korea’s New Coronavirus Twist: Recovered Patients Test Positive Again,The Wall Street Journal,2020,4,17,58,1,1,1,1
2717,"Treasurys Maintain Recent Gains, Sending Note of Caution",The Wall Street Journal,2020,4,17,58,1,1,1,1
2718,"Coronavirus Drug Report, Though Inconclusive, Sends Gilead Higher",The Wall Street Journal,2020,4,17,58,1,1,1,1
2719,"An Odd Similarity Between
		
			
		
	Investing and Virus Protocols",The Wall Street Journal,2020,4,17,58,1,1,1,-1
2720,Moody’s Downgrades Mexico and State Oil Firm Pemex,The Wall Street Journal,2020,4,17,58,1,1,1,-1
2721,"Three on Okinawa: Mud, Blood, Victory",The Wall Street Journal,2020,4,17,58,1,1,1,1
2722,"Democracy, Gangnam Style",The Wall Street Journal,2020,4,17,58,1,1,1,0
2723,More Companies Expected to Share Executive Tasks as Recruitment Market Slows,The Wall Street Journal,2020,4,17,58,1,1,1,-1
2724,A Visit to Europe’s Front With Russia,The Wall Street Journal,2020,4,17,58,1,1,1,1
2725,Coronavirus Death Toll Hits 55 at One Nursing Home in Brooklyn,The Wall Street Journal,2020,4,17,58,1,1,1,-1
2726,"Hold Firm on PPP, Mr. Trump",The Wall Street Journal,2020,4,17,58,1,1,1,1
2727,"‘The Betrayal of the Duchess’ Review: A Throne for Her Son, Almost",The Wall Street Journal,2020,4,17,58,1,1,1,0
2728,"Aircraft Carrier Outbreak Spread At First Without Symptoms, Officials Say",The Wall Street Journal,2020,4,17,58,1,1,1,-1
2729,Trump Announces $19 Billion Relief Program for Farmers,The Wall Street Journal,2020,4,17,58,1,1,1,-1
2730,Impressions of Degas,The Wall Street Journal,2020,4,17,58,1,1,1,1
2731,‘Always Home’ Review: Home Cooking With Alice,The Wall Street Journal,2020,4,17,58,1,1,1,1
2732,New York Fed’s Williams Says Recovery Unlikely to Be Swift,The Wall Street Journal,2020,4,17,58,1,1,1,-1
2733,Stocks Rally to Close Second Week of Gains,The Wall Street Journal,2020,4,17,58,1,1,1,-1
2734,Trump’s Recovery Guidelines,The Wall Street Journal,2020,4,17,58,1,1,1,0
2735,Trump Rewrites the Book on Emergencies,The Wall Street Journal,2020,4,17,58,1,1,1,-1
