Headline,Source,Year,Month,Day,Date_id,Pre-Covid,Bias,Cred,Sentiment
"Trump to visit border wall in January, won't budge in government shutdown standoff",The Washington Times,2018,12,27,14,0,1,2,-1
EDITORIAL: The unnecessary partial government shutdown,The Washington Times,2018,12,27,14,0,1,2,-1
Trump plans border wall visit with no end to shutdown near,The Washington Times,2018,12,27,14,0,1,2,-1
"Pfizer, Novartis, Big Pharma drug companies to end price freeze, raise costs in new year",The Washington Times,2018,12,27,14,0,1,2,0
The good news about Trump's brand of economics,The Washington Times,2018,12,27,14,0,1,2,1
How Biden Has Paved the Way for a Possible Presidential Run,The New York Times,2019,1,2,15,0,0,0,1
How to Crush Your Habits in the New Year With the Help of Science,The New York Times,2019,1,2,15,0,0,0,1
"NASA’s New Horizons Takes Photos of Ultima Thule, 4 Billion Miles Away",The New York Times,2019,1,2,15,0,0,0,1
James Watson Had a Chance to Salvage His Reputation on Race. He Made Things Worse.,The New York Times,2019,1,2,15,0,0,0,-1
"As China Talks Begin, Trump’s Trade Negotiator Tries to Keep President From Wavering",The New York Times,2019,1,2,15,0,0,0,-1
U.S. Agents Fire Tear Gas Across Mexican Border,The New York Times,2019,1,2,15,0,0,0,-1
"In the Race for Content, Hollywood Is Buying Up Hit Podcasts",The New York Times,2019,1,2,15,0,0,0,0
Curbs on A.I. Exports? Silicon Valley Fears Losing Its Edge,The New York Times,2019,1,2,15,0,0,0,-1
Review: Met Opera’s ‘Adriana Lecouvreur’ Bristles With Passion and Danger,The New York Times,2019,1,2,15,0,0,0,1
"Traffic Deaths in New York City Drop to 200, a Record Low",The New York Times,2019,1,2,15,0,0,0,-1
How to Eat in 2019,The New York Times,2019,1,2,15,0,0,0,1
Hwaban Is the Modern Korean Restaurant Where You’d Take Your Mother,The New York Times,2019,1,2,15,0,0,0,1
"Aldo Parisot, Eminent Cello Teacher and Yale Fixture, Dies at 100",The New York Times,2019,1,2,15,0,0,0,-1
"Norman Gimbel, 91, Grammy and Oscar-Winning Lyricist, Is Dead",The New York Times,2019,1,2,15,0,0,0,-1
The Trump Tax Cut: Even Worse Than You’ve Heard,The New York Times,2019,1,2,15,0,0,0,-1
Activist Investor Launches Fight for Board Seats at Ad Firm MDC Partners,The Wall Street Journal,2019,1,2,15,0,1,1,-1
"Like Obama, Trump Blames His Syria Backout on Politics",The Wall Street Journal,2019,1,2,15,0,1,1,-1
Beautician Arrested Over Death From Illegal Buttocks Injection,The Wall Street Journal,2019,1,2,15,0,1,1,-1
"Secondary Buyers Shrug Off Market
		
			
		
	Volatility—for Now",The Wall Street Journal,2019,1,2,15,0,1,1,-1
U.S. Dollar Advances as Stocks Fall,The Wall Street Journal,2019,1,2,15,0,1,1,-1
Investors Are Betting That the Fed Hits Pause on Rate Hikes,The Wall Street Journal,2019,1,2,15,0,1,1,-1
New Netflix CFO to Tackle Cash Flow Conundrum,The Wall Street Journal,2019,1,2,15,0,1,1,1
China’s Manufacturing Sector Contracts,The Wall Street Journal,2019,1,2,15,0,1,1,1
New Faces of 2019: Acting Chiefs Fill Cabinet Meeting,The Wall Street Journal,2019,1,2,15,0,1,1,1
"John Wall, Stephen A. Smith feud escalates on Twitter",The Washington Times,2019,1,2,15,0,1,2,-1
Darknet child porn attracts millions of pedophiles,The Washington Times,2019,1,2,15,0,1,2,-1
"Drones likely to be regulated by state, city governments in 2019",The Washington Times,2019,1,2,15,0,1,2,-1
"Josh Norman, Zach Brown among Redskins with uncertain futures",The Washington Times,2019,1,2,15,0,1,2,-1
BOOK REVIEW: 'Presidents of War' by Michael Beschloss,The Washington Times,2019,1,2,15,0,1,2,1
Obama judges order Justice Department lawyers to stay on immigration cases during shutdown,The Washington Times,2019,1,2,15,0,1,2,0
Trump Suggests Government Shutdown Could Last for ‘Months or Even Years’,The New York Times,2019,1,5,16,0,0,0,-1
Strong Hiring and Fed Chief’s Reassurance on Rates Delight Investors,The New York Times,2019,1,5,16,0,0,0,1
"She’s on a #MeToo Mission in China, Battling Censors and Lawsuits",The New York Times,2019,1,5,16,0,0,0,-1
‘I Did Say That’: Trump Suggests Shutdown Could Last for Months,The New York Times,2019,1,5,16,0,0,0,-1
Cyberconflict: Why the Worst Is Yet to Come,The New York Times,2019,1,5,16,0,0,0,-1
"American Detained in Moscow Also Has British, Irish and Canadian Passports",The New York Times,2019,1,5,16,0,0,0,-1
Opposition Leader Is Seen by Church as Winning Congo Vote,The New York Times,2019,1,5,16,0,0,0,1
U.S. to Investigate Discrimination Against Native Students on Montana Reservation,The New York Times,2019,1,5,16,0,0,0,0
"Hackers Leak Details of German Lawmakers, Except Those on Far Right",The New York Times,2019,1,5,16,0,0,0,-1
"‘Bandersnatch,’ ‘The Sopranos,’ and the Myth of Certainty",The New York Times,2019,1,5,16,0,0,0,1
‘A Quiet Place’ Was a Huge Hit. Will Oscar Listen?,The New York Times,2019,1,5,16,0,0,0,1
The L Train Shutdown Plan Was 3 Years in the Making. It Unraveled in 3 Weeks.,The New York Times,2019,1,5,16,0,0,0,-1
"Dean Ford, Singer on Marmalade’s ‘Reflections,’ Is Dead at 72",The New York Times,2019,1,5,16,0,0,0,-1
"Honey Lantree, 75, Rarity as a Female ’60s Rock Drummer, Is Dead",The New York Times,2019,1,5,16,0,0,0,-1
A Eureka Moment for the Subway?,The New York Times,2019,1,5,16,0,0,0,1
Your Ice Cream Will Ride in a Self-Driving Car Before You Do,The Wall Street Journal,2019,1,5,16,0,1,1,-1
Warren Jumps Into Primary Fray With Visit to Iowa,The Wall Street Journal,2019,1,5,16,0,1,1,-1
Bolton Warns Syria Not to Use Chemical Weapons,The Wall Street Journal,2019,1,5,16,0,1,1,0
"Landlords Boosted Rents Last Year, but Tenants May Soon Have the Edge",The Wall Street Journal,2019,1,5,16,0,1,1,0
Pepper...and Salt,The Wall Street Journal,2019,1,5,16,0,1,1,1
Vatican Aims to Expedite Trial of U.S. Archbishop McCarrick,The Wall Street Journal,2019,1,5,16,0,1,1,-1
E-commerce Expertise Comes to Health Startup Turnaround,The Wall Street Journal,2019,1,5,16,0,1,1,1
"Serial Pickpockets to Blame for Bump in New York City Subway Crime, Police Say",The Wall Street Journal,2019,1,5,16,0,1,1,-1
Shooting in Los Angeles-Area Bowling Alley Leaves Three Dead,The Wall Street Journal,2019,1,5,16,0,1,1,-1
Apple and the Art of Guidance,The Wall Street Journal,2019,1,5,16,0,1,1,1
"When Some Broadway Curtains Close, the Show Goes On at Smaller Theaters",The Wall Street Journal,2019,1,5,16,0,1,1,1
Former Defense Secretary Harold Brown Dies at 91,The Wall Street Journal,2019,1,5,16,0,1,1,-1
Stock Selloff Could Hit Berkshire Hathaway,The Wall Street Journal,2019,1,5,16,0,1,1,-1
Jeff Bezos and Jamie Dimon: Best of Frenemies,The Wall Street Journal,2019,1,5,16,0,1,1,1
The Butterfly Effect That Powers a Masters Swimmer,The Wall Street Journal,2019,1,5,16,0,1,1,1
Trump says medieval walls worked. They didn’t.,The Washington Post,2019,1,10,17,0,0,1,-1
The Democrats are going to have to have the 'I' talk,The Washington Post,2019,1,10,17,0,0,1,-1
A very good economic idea may be about to replace a very bad one,The Washington Post,2019,1,10,17,0,0,1,0
"Trump’s Emergency Powers Threat Could End Shutdown Crisis, but at What Cost?",The New York Times,2019,1,10,17,0,0,0,-1
"American Boy, 16, Caught Fighting for ISIS in Syria, Militia Says",The New York Times,2019,1,10,17,0,0,0,-1
"Democrats Start Investigative Gears, but Slowly",The New York Times,2019,1,10,17,0,0,0,-1
"South Korea Raised Taxes in Bid for Growth. So Far, It’s Not Working.",The New York Times,2019,1,10,17,0,0,0,-1
Jeff Bezos of Amazon and MacKenzie Bezos Plan to Divorce,The New York Times,2019,1,10,17,0,0,0,-1
"In Adam Gase, Jets Pick a Coach They Could Rarely Beat",The New York Times,2019,1,10,17,0,0,0,1
Wakanda for Oscar?,The New York Times,2019,1,10,17,0,0,0,0
Philip Glass and John Adams on a Bowie-Inspired New Symphony,The New York Times,2019,1,10,17,0,0,0,1
Colorado’s Got a Gay Governor. Who Cares?,The New York Times,2019,1,10,17,0,0,0,-1
How to Make a Millennial Feel Cozy in Just One Beverage,The New York Times,2019,1,10,17,0,0,0,1
"Larry Langford, Convicted Former Birmingham Mayor, Dies at 72",The New York Times,2019,1,10,17,0,0,0,-1
"Peter Meldrum, Who Lost a Fight to Patent Genes, Dies at 71",The New York Times,2019,1,10,17,0,0,0,0
Fed Sent Lower Remittances to U.S. Treasury in 2018,The Wall Street Journal,2019,1,10,17,0,1,1,-1
‘The Road Ahead: Reimagining Mobility’ Review: Future Imperfect,The Wall Street Journal,2019,1,10,17,0,1,1,1
Copper Edges Lower After More Weak China Data,The Wall Street Journal,2019,1,10,17,0,1,1,-1
Fed’s Powell Affirms Flexible Rate Outlook,The Wall Street Journal,2019,1,10,17,0,1,1,1
De Blasio’s Privacy Invasion,The Wall Street Journal,2019,1,10,17,0,1,1,-1
"New York City Workplace Deaths Soared in 2017, Labor Report Says",The Wall Street Journal,2019,1,10,17,0,1,1,-1
The Fatalism of a True Football Fan,The Wall Street Journal,2019,1,10,17,0,1,1,-1
Warrant Issued for Soccer Superstar Ronaldo’s DNA in Rape Case,The Wall Street Journal,2019,1,10,17,0,1,1,0
Early Withdrawal Will Lead to More Terrorism,The Wall Street Journal,2019,1,10,17,0,1,1,-1
Two Democrats disagree on when shutdown deal is coming,The Washington Times,2019,1,10,17,0,1,2,-1
FDA shifting funds to drug safety amid government shutdown,The Washington Times,2019,1,10,17,0,1,2,-1
Key panel chairmen split on Trump wall speech along party lines,The Washington Times,2019,1,10,17,0,1,2,-1
D.C. Opportunity Scholarship Program's future is uncertain,The Washington Times,2019,1,10,17,0,1,2,-1
"Ben Kotwica, Redskins' special teams coordinator, leaves for Falcons",The Washington Times,2019,1,10,17,0,1,2,0
"Red Lobster says Tucker Carlson show 'no longer in line' with company values, pulls ads",The Washington Times,2019,1,10,17,0,1,2,-1
William Barr Vows to Let Mueller Finish Investigation,The New York Times,2019,1,16,18,0,0,0,0
Britain Needs a Miracle,The New York Times,2019,1,16,18,0,0,0,1
House Passes Resolution Condemning White Supremacy,The New York Times,2019,1,16,18,0,0,0,0
Trump and Putin Have Met Five Times. What Was Said Is a Mystery.,The New York Times,2019,1,16,18,0,0,0,0
Carol Channing Dies at 97; a Larger-Than-Life Broadway Star,The New York Times,2019,1,16,18,0,0,0,0
"Sacklers Directed Efforts to Mislead Public About OxyContin, Court Filing Claims",The New York Times,2019,1,16,18,0,0,0,-1
"Expecting a Huge Payout, Investment Banker Loses His New Job Instead",The New York Times,2019,1,16,18,0,0,0,-1
Huawei’s Reclusive Founder Rejects Spying and Praises Trump,The New York Times,2019,1,16,18,0,0,0,1
U.S. Charges 2 With Hacking Into S.E.C. System in Stock-Trading Scheme,The New York Times,2019,1,16,18,0,0,0,-1
"A Champion for Britain, and for Women’s Tennis",The New York Times,2019,1,16,18,0,0,0,1
M. Night Shyamalan’s Biggest Twist? Coming Full Circle,The New York Times,2019,1,16,18,0,0,0,1
"Cuomo Swooped in as L-Train Savior, but M.T.A. Rejected Similar Approach Over Safety Concerns",The New York Times,2019,1,16,18,0,0,0,-1
"Benno, Proudly Out of Step With the Age",The New York Times,2019,1,16,18,0,0,0,1
How to Make New York as Progressive on Criminal Justice as Texas,The New York Times,2019,1,16,18,0,0,0,1
"Republicans, Racism and Steve King",The New York Times,2019,1,16,18,0,0,0,-1
Schwab Says Clients Boosted Cash,The Wall Street Journal,2019,1,16,18,0,1,1,1
U.N. Security Council Votes to Send Monitors to Yemen,The Wall Street Journal,2019,1,16,18,0,1,1,0
Nordstrom Has Rich-People Problems,The Wall Street Journal,2019,1,16,18,0,1,1,-1
The Theresa May Survival Guide,The Wall Street Journal,2019,1,16,18,0,1,1,1
Less than six hours of sleep increases risk for heart disease: Study,The Washington Times,2019,1,16,18,0,1,2,-1
Mueller: Rick Gates still cooperating with 'several ongoing investigations',The Washington Times,2019,1,16,18,0,1,2,1
"Harry Reid hits Ocasio-Cortez's 70% tax hike, warns Democrats not to push 'radical change'",The Washington Times,2019,1,16,18,0,1,2,0
Donald Trump says new Tennessee Volkswagen plant is a 'big win',The Washington Times,2019,1,16,18,0,1,2,-1
William Barr: 'No reason' to change guidelines that block indicting a sitting a president,The Washington Times,2019,1,16,18,0,1,2,-1
William Barr: Robert Mueller would not be involved in 'a witch hunt',The Washington Times,2019,1,16,18,0,1,2,0
William Barr dodges questions about his earlier statements on Roe v. Wade,The Washington Times,2019,1,16,18,0,1,2,-1
House cancels vacation to work on ending shutdown,The Washington Times,2019,1,16,18,0,1,2,-1
Rashida Tlaib blames Trump after Fla. commissioner's anti-Muslim rant,The Washington Times,2019,1,16,18,0,1,2,-1
Inside the Beltway: CNN hires its own presidential hopeful in John Kasich,The Washington Times,2019,1,16,18,0,1,2,-1
William Barr: I would not carry out instructions to fire Robert Mueller without good cause,The Washington Times,2019,1,16,18,0,1,2,-1
Jack Bogle exposed the frauds on Wall Street — and helped the middle class save,The Washington Post,2019,1,17,19,0,0,1,1
How policy decisions spawned today’s hyperpolarized media,The Washington Post,2019,1,17,19,0,0,1,-1
‘How Could We Not Know?’ Kidnapping Suspect Hid in Plain Sight,The New York Times,2019,1,17,19,0,0,0,-1
The Integrity of William Barr,The New York Times,2019,1,17,19,0,0,0,1
Pelosi Calls for Postponing State of the Union,The New York Times,2019,1,17,19,0,0,0,-1
"Corbyn Will Decide Fate of Brexit, Whether He Wants to or Not",The New York Times,2019,1,17,19,0,0,0,-1
A $100 Million Bribe to the President? Mexicans Shrug,The New York Times,2019,1,17,19,0,0,0,-1
How One Socialist Lawmaker Is Trying to Change His State’s Pro-Business Policies,The New York Times,2019,1,17,19,0,0,0,-1
Government Shutdown Shakes Stability of Jobs That Are Often the Best Around,The New York Times,2019,1,17,19,0,0,0,0
Goldman Sachs’s Tactic in Malaysian Fraud Case: Smear an Ex-Partner,The New York Times,2019,1,17,19,0,0,0,-1
The Warriors Prepare to Add Another Star: DeMarcus Cousins,The New York Times,2019,1,17,19,0,0,0,1
Politics Looms Over Empty Seats as Saudi Arabia Faces Qatar in Asian Cup,The New York Times,2019,1,17,19,0,0,0,-1
Jaboukie Young-White: A Comic Prodigy With a Veteran’s Killer Moves,The New York Times,2019,1,17,19,0,0,0,1
Britain Races Toward a Cliff. Time to Slow Down.,The New York Times,2019,1,17,19,0,0,0,-1
Take the Trump-Russia Quiz,The New York Times,2019,1,17,19,0,0,0,-1
What Bruce Ohr Told the FBI,The Wall Street Journal,2019,1,17,19,0,1,1,1
"Martin Luther King, Colorblind Radical",The Wall Street Journal,2019,1,17,19,0,1,1,-1
‘Fyre’ and ‘Fyre Fraud’ Reviews: VIP—Very Impractical Party,The Wall Street Journal,2019,1,17,19,0,1,1,-1
Midcap Stocks Try to Shed the ‘Orphaned Index’ Label,The Wall Street Journal,2019,1,17,19,0,1,1,-1
State Places 84 City Schools on Low-Performing List,The Wall Street Journal,2019,1,17,19,0,1,1,-1
Treasury union blasts IRS labor recall amid shutdown,The Washington Times,2019,1,17,19,0,1,2,-1
Blu-ray & DVD TV reviews: 'Star Trek: Discovery - Season One' and 'Family Guy: 20 Greatest Hits',The Washington Times,2019,1,17,19,0,1,2,1
Maryland Gov. Larry Hogan to call for repudiation of 'debilitating' politics in second inaugural,The Washington Times,2019,1,17,19,0,1,2,-1
Women's March relocates to smaller Freedom Plaza venue,The Washington Times,2019,1,17,19,0,1,2,-1
Donald Trump to unveil deep review of missile defense,The Washington Times,2019,1,17,19,0,1,2,1
How liberals and Gillette jump on 'the men are horrible' bandwagon,The Washington Times,2019,1,17,19,0,1,2,-1
Rudy Giuliani: Possible that Trump campaign colluded with Russia,The Washington Times,2019,1,17,19,0,1,2,-1
"Supreme Court hears case Tennessee, Total Wine & More case",The Washington Times,2019,1,17,19,0,1,2,1
"Putin: Russia has no interest in arms race with U.S., but says grave consequences if Trump ends INF",The Washington Times,2019,1,17,19,0,1,2,-1
Kremlin officials brush off allegations of Donald Trump working with Russia: Report,The Washington Times,2019,1,17,19,0,1,2,-1
Los Angeles teachers just proved that the common wisdom about unions is wrong,The Washington Post,2019,1,25,20,0,0,1,-1
"Biden on Liking Republicans: ‘Bless Me Father, for I Have Sinned’",The New York Times,2019,1,25,20,0,0,0,0
U.S. and Taliban Make Headway in Talks for Withdrawal From Afghanistan,The New York Times,2019,1,25,20,0,0,0,-1
‘We Didn’t Get Ph.D.s Just to Sit Around’: Civil Servants’ Good Will Erodes,The New York Times,2019,1,25,20,0,0,0,-1
"After Falling Under Obama, America’s Uninsured Rate Looks to Be Rising",The New York Times,2019,1,25,20,0,0,0,0
Senate Intelligence Committee Subpoenas Trump Attorney Michael Cohen,The New York Times,2019,1,25,20,0,0,0,-1
U.S. to Begin Blocking Asylum Seekers From Entering Over Mexican Border,The New York Times,2019,1,25,20,0,0,0,-1
PG&E Is Cleared in Deadly Tubbs Fire of 2017,The New York Times,2019,1,25,20,0,0,0,0
Are Electric Cars Only for the Rich? Sacramento Is Challenging That Notion,The New York Times,2019,1,25,20,0,0,0,1
"To Learn to Win, the Denver Nuggets Had to Lose (Badly)",The New York Times,2019,1,25,20,0,0,0,0
How a Global Reputation Is Changing an Amateur Derby,The New York Times,2019,1,25,20,0,0,0,0
"‘The Image Book’ Review: Godard Looks at Violence, and Movies",The New York Times,2019,1,25,20,0,0,0,0
"Review: Revisiting a Film from Ida Lupino, Hollywood Star Turned Director",The New York Times,2019,1,25,20,0,0,0,1
"Trump and Cohen Received Gun Licenses in Exchange for Favors, Former Police Official Alleges",The New York Times,2019,1,25,20,0,0,0,-1
"Rita Vidaurri, Ranchera Singer Who Reclaimed Her Career, Dies at 94",The New York Times,2019,1,25,20,0,0,0,-1
Fed Names Stacey Tevlin Research Director,The Wall Street Journal,2019,1,25,20,0,1,1,-1
Roger Stone Was Longtime Associate of Donald Trump,The Wall Street Journal,2019,1,25,20,0,1,1,1
How the News Became Fake,The Wall Street Journal,2019,1,25,20,0,1,1,-1
Sherrod Brown Sends Regrets,The Wall Street Journal,2019,1,25,20,0,1,1,-1
Reopening Isn’t a Glitch-Free Process,The Wall Street Journal,2019,1,25,20,0,1,1,0
KPMG Gets Poor Marks From Audit Regulator,The Wall Street Journal,2019,1,25,20,0,1,1,-1
Why the Odds of a Recession Are Rising,The Wall Street Journal,2019,1,25,20,0,1,1,-1
Exile of Brazil’s First Gay Activist Lawmaker Dismays Supporters,The Wall Street Journal,2019,1,25,20,0,1,1,-1
"Russia backs Venezuela's Nicolas Maduro, warns U.S. against intervention",The Washington Times,2019,1,25,20,0,1,2,-1
"Wilbur Ross: U.S., China 'miles and miles' away from trade deal",The Washington Times,2019,1,25,20,0,1,2,1
White House says no deal without border wall money,The Washington Times,2019,1,25,20,0,1,2,-1
"Michael Ertel, Florida secretary of state, resigns over Halloween blackface photos",The Washington Times,2019,1,25,20,0,1,2,-1
"Andrew Stettner, Jerome Corsi's stepson, appears before Robert Mueller's grand jury",The Washington Times,2019,1,25,20,0,1,2,0
"Don Shipley finds Nathan Phillips stayed in U.S. during Vietnam War, went AWOL three times",The Washington Times,2019,1,25,20,0,1,2,1
"Jim Jordan calls it: Democrats 'focused on halting' Trump, not 'helping the country'",The Washington Times,2019,1,25,20,0,1,2,-1
Netanyahu Sparks Outrage Over Pact With Racist Party,The New York Times,2019,2,25,21,0,0,0,-1
"Oscars 2019: ‘Green Book,’ Rami Malek and Olivia Colman Are Winners",The New York Times,2019,2,25,21,0,0,0,1
How the Upper Middle Class Is Really Doing,The New York Times,2019,2,25,21,0,0,0,1
"With Aid Blocked at Border, What’s Next Move for Venezuela’s Opposition?",The New York Times,2019,2,25,21,0,0,0,-1
"Drafting Only Men for the Military Is Unconstitutional, Judge Rules",The New York Times,2019,2,25,21,0,0,0,-1
What You Really Want to Know About the Candidates for Chicago Mayor,The New York Times,2019,2,25,21,0,0,0,1
40-Foot Cross Divides a Community and Prompts a Supreme Court Battle,The New York Times,2019,2,25,21,0,0,0,1
Democrats Prepared to Subpoena Mueller and Take Fight Over Report to Court,The New York Times,2019,2,25,21,0,0,0,-1
China’s Tech Firms Are Mapping Pig Faces,The New York Times,2019,2,25,21,0,0,0,-1
Stevie Johnson Still Carries His Grief Onto the Tennis Court,The New York Times,2019,2,25,21,0,0,0,1
Liverpool Draws at Manchester United and Lives to Fight Another Day,The New York Times,2019,2,25,21,0,0,0,0
"David Horowitz, 81, Dies; TV Consumer Advocate Cried, ‘Fight Back!’",The New York Times,2019,2,25,21,0,0,0,-1
It’s Time for Pharmaceutical Companies to Have Their Tobacco Moment,The New York Times,2019,2,25,21,0,0,0,-1
Michelle Obama’s Rules of Assimilation,The New York Times,2019,2,25,21,0,0,0,-1
Putin’s One Weapon: The ‘Intelligence State’,The New York Times,2019,2,25,21,0,0,0,0
GE’s Asset Sales Bode Well for Balance Sheet,The Wall Street Journal,2019,2,25,21,0,1,1,1
"Iran’s Foreign Minister Resigns, Clouding 2015 Nuclear Deal",The Wall Street Journal,2019,2,25,21,0,1,1,-1
Hudson Yards Developers See An Appetite for a Culinary Corridor,The Wall Street Journal,2019,2,25,21,0,1,1,1
Former National Security Officials Challenge Trump’s Emergency Declaration,The Wall Street Journal,2019,2,25,21,0,1,1,0
Fed Officials Meet With Local Leaders to Support Low-Income Communities,The Wall Street Journal,2019,2,25,21,0,1,1,1
Mercedes Enlists Quantum Computing to Build a Better Electric Vehicle Battery,The Wall Street Journal,2019,2,25,21,0,1,1,-1
The Nuclear Option Is the Real Green Deal,The Wall Street Journal,2019,2,25,21,0,1,1,1
Mining Giant Barrick Makes Unsolicited Bid for Rival Newmont,The Wall Street Journal,2019,2,25,21,0,1,1,-1
"Terrence Howard, Empire star,: Jussie Smollett couldn't fake hate crime",The Washington Times,2019,2,25,21,0,1,2,1
Christopher Steele libel trial to begin in fall,The Washington Times,2019,2,25,21,0,1,2,-1
Donald Trump touts 'great relationship' with Kim Jong-un ahead of Hanoi nuclear talks,The Washington Times,2019,2,25,21,0,1,2,-1
Divorced Colorado woman wants Supreme Court to hear frozen embryo custody case,The Washington Times,2019,2,25,21,0,1,2,0
Kindergarten is no place for sex education,The Washington Times,2019,2,25,21,0,1,2,-1
Donald Trump says July 4 'Salute to America' set for Lincoln Memorial,The Washington Times,2019,2,25,21,0,1,2,1
Andrew McCabe mocked for 'speaking truth to power',The Washington Times,2019,2,25,21,0,1,2,-1
‘You Have to Pay With Your Body’: The Hidden Nightmare of Sexual Violence on the Border,The New York Times,2019,3,4,22,0,0,0,1
"Guaidó Vows a Prompt Return to Venezuela, as Unity Starts to Fray",The New York Times,2019,3,4,22,0,0,0,0
"Tornadoes Kill at Least 23 in Alabama, Official Says",The New York Times,2019,3,4,22,0,0,0,-1
U.S. and China Near a Trade Deal to Drop Tariffs,The New York Times,2019,3,4,22,0,0,0,-1
"Bigger, Saltier, Heavier: Fast Food Since 1986 in 3 Simple Charts",The New York Times,2019,3,4,22,0,0,0,-1
Private Money Takes On Bigger Role in Airport Projects,The New York Times,2019,3,4,22,0,0,0,0
"As Uber Prepares to Go Public, This Man Is Racing to Clean It Up",The New York Times,2019,3,4,22,0,0,0,1
"As Trump and Kim Met, North Korean Hackers Hit Over 100 Targets in U.S. and Ally Nations",The New York Times,2019,3,4,22,0,0,0,0
Playoff Mode? LeBron James and the Lakers Are Failing to Activate,The New York Times,2019,3,4,22,0,0,0,-1
Want More After ‘Apollo 11’? Here Are 5 Space Documentaries to Stream,The New York Times,2019,3,4,22,0,0,0,1
New York Has a Public Housing Problem. Does London Have an Answer?,The New York Times,2019,3,4,22,0,0,0,-1
That Dusty Apple Macintosh Plus From the ’80s? It Could End Up on TV,The New York Times,2019,3,4,22,0,0,0,-1
"Zhores Alferov, 88, Dies; Nobel Winner Paved Way for Laser Technology",The New York Times,2019,3,4,22,0,0,0,1
"Charles McCarry, 88, Spy Turned Master Spy Novelist, Is Dead",The New York Times,2019,3,4,22,0,0,0,-1
The New Age of Nuclear Confrontation Will Not End Well,The New York Times,2019,3,4,22,0,0,0,-1
Wells Fargo Hires Strategic Enterprise Risk Chief,The Wall Street Journal,2019,3,4,22,0,1,1,1
Behind China’s Desire for a Trade Deal With Trump,The Wall Street Journal,2019,3,4,22,0,1,1,-1
Libya’s Largest Oil Field Restarts Production,The Wall Street Journal,2019,3,4,22,0,1,1,1
Tax Reform Unleashed the U.S. Economy,The Wall Street Journal,2019,3,4,22,0,1,1,1
China Cuts Growth Target Amid Challenging Economic Slowdown,The Wall Street Journal,2019,3,4,22,0,1,1,-1
AI Efforts at Large Companies May Be Hindered by Poor Quality Data,The Wall Street Journal,2019,3,4,22,0,1,1,-1
"Senate Will Block Trump’s Border-Wall Plan, McConnell Says",The Wall Street Journal,2019,3,4,22,0,1,1,-1
De Blasio Defends Decision to Close Schools,The Wall Street Journal,2019,3,4,22,0,1,1,0
The ultimate job interview: Prepping up for the NFL,The Washington Times,2019,3,4,22,0,1,2,1
Donald Trump steers CPAC message in new direction,The Washington Times,2019,3,4,22,0,1,2,1
Wizards get by Timberwolves as final month of season begins,The Washington Times,2019,3,4,22,0,1,2,1
"Inside the Beltway: Howard Schultz, the 'centrist independent'",The Washington Times,2019,3,4,22,0,1,2,1
Kamala Harris' prostitution decriminalization proposal gains momentum,The Washington Times,2019,3,4,22,0,1,2,1
Hoda Muthana's social media messages on MEMRI record,The Washington Times,2019,3,4,22,0,1,2,-1
Jerrold Nadler says Democrats not ready for Trump impeachment effort,The Washington Times,2019,3,4,22,0,1,2,-1
Hesitating to go see ‘Captain Marvel’? Then you must be a bad feminist.,The Washington Post,2019,3,7,23,0,0,1,-1
Facebook’s Mark Zuckerberg Says He’ll Shift Focus to Users’ Privacy,The New York Times,2019,3,7,23,0,0,0,-1
"Ilhan Omar, Aipac and Me",The New York Times,2019,3,7,23,0,0,0,1
Trebek Reveals Cancer Diagnosis,The New York Times,2019,3,7,23,0,0,0,-1
House Tour | Isaac Mizrahi,The New York Times,2019,3,7,23,0,0,0,1
She Defended Iranian Women Who Removed Their Head-Coverings. Now She Is a Convict.,The New York Times,2019,3,7,23,0,0,0,1
"Good News: Opioid Prescribing Fell. The Bad? Pain Patients Suffer, Doctors Say.",The New York Times,2019,3,7,23,0,0,0,-1
"Amid Halal Grocers and a ‘Bangladesh Avenue,’ a Polish Pastry Is a Beloved Tradition",The New York Times,2019,3,7,23,0,0,0,1
Homeland Security Chief Spars With Democrats Over Splitting Migrant Families,The New York Times,2019,3,7,23,0,0,0,-1
Tesla’s Troubles Mount: Shuttered Showrooms and Sinking Shares,The New York Times,2019,3,7,23,0,0,0,-1
Slow Enough to Be a Sponsored Runner,The New York Times,2019,3,7,23,0,0,0,-1
New York Will Add 4 Statues of Women to Help Fix ‘Glaring’ Gender Gap in Public Art,The New York Times,2019,3,7,23,0,0,0,1
"Democrats Reject Fox News as 2020 Debate Host, Citing Ties to Trump",The New York Times,2019,3,7,23,0,0,0,-1
"Hugh Fordin, Writer and Record Producer, Is Dead at 83",The New York Times,2019,3,7,23,0,0,0,-1
This Is the Truth About Vaccines,The New York Times,2019,3,7,23,0,0,0,1
Indian Health Service Head to Face Questions on Failure to Stop Doctor Who Abused Patients,The Wall Street Journal,2019,3,7,23,0,1,1,0
The Democratic Crackup,The Wall Street Journal,2019,3,7,23,0,1,1,-1
"Hackers Breach College-Applicant Databases, Seek Ransom",The Wall Street Journal,2019,3,7,23,0,1,1,-1
Oregon Will Learn Painful Housing Lessons,The Wall Street Journal,2019,3,7,23,0,1,1,-1
‘Transit’: Exploring the State of Being a Stateless Man,The Wall Street Journal,2019,3,7,23,0,1,1,1
"Brazil Foreign Minister Calls on Russia, China to Oppose Maduro",The Wall Street Journal,2019,3,7,23,0,1,1,-1
